Date,Open,High,Low,Close,Change,Rate,Volume,Amount
2019/6/4,3632.56,3636.13,3584.46,3598.47,-33.55,-0.92,870970.94,10946723.65
2019/6/5,3627.79,3634.45,3593.95,3597.11,-1.36,-0.04,886420.2,11463422.82
2019/6/6,3601.04,3601.04,3557.02,3564.68,-32.43,-0.9,855344.03,10436726.77
2019/6/10,3578.01,3623.73,3568.28,3610.74,46.07,1.29,923750.61,11734660.89
2019/6/11,3617.52,3723.14,3617.52,3719.28,108.53,3.01,1434828.06,18089907.23
2019/6/12,3706.86,3711.88,3683.94,3691.1,-28.18,-0.76,1191788.53,13229609.79
2019/6/13,3689.58,3697.59,3654.27,3685.39,-5.7,-0.15,963317.18,11045990.19
2019/6/14,3690.48,3709.65,3650.91,3654.88,-30.51,-0.83,1018170.04,11658426.06
2019/6/17,3654.44,3683.77,3645.5,3654.82,-0.06,0,729766.78,9309258.13
2019/6/18,3661.13,3675.65,3638.78,3667.62,12.79,0.35,706922.66,8947283.98
2019/6/19,3761.34,3771.35,3715.13,3715.94,48.32,1.32,1255957.15,17257417.78
2019/6/20,3718.94,3845.79,3717.19,3828.52,112.58,3.03,1688720.73,22772698.2
2019/6/21,3832.73,3856.09,3817.31,3833.94,5.42,0.14,1536351.55,19996161.76
2019/6/24,3836.31,3853.55,3819.77,3841.27,7.33,0.19,1000846.21,14364473.17
2019/6/25,3837.43,3838.06,3755.01,3801.31,-39.96,-1.04,1240759.12,16935879.33
2019/6/26,3779.51,3809.76,3771.72,3794.33,-6.98,-0.18,818202.83,11210685.9
2019/6/27,3807.54,3854.08,3805.83,3834.82,40.49,1.07,1053163.58,15648341.82
2019/6/28,3832.06,3835.23,3803.05,3825.59,-9.23,-0.24,847661.39,11651205.07
2019/7/1,3899.33,3936.67,3886.91,3935.81,110.22,2.88,1583703.4,21747025.11
2019/7/2,3931.05,3942.43,3918.94,3937.17,1.36,0.03,1318634.96,17399704.51
2019/7/3,3927.44,3927.44,3878.84,3893.53,-43.64,-1.11,1119926.03,16314573.09
2019/7/4,3895.2,3906.89,3854.69,3873.1,-20.43,-0.52,993422.56,14266925.52
2019/7/5,3875.37,3900.31,3857.93,3893.2,20.1,0.52,740065.27,11623652.21
2019/7/8,3875.75,3875.75,3775.03,3802.79,-90.41,-2.32,1095390.86,14719841.94
2019/7/9,3798.1,3811.1,3774.76,3793.13,-9.66,-0.25,748427.32,11314760.3
2019/7/10,3807.95,3810.4,3774.23,3786.74,-6.39,-0.17,728339.48,10135547.7
2019/7/11,3806.19,3830.74,3774.41,3785.22,-1.52,-0.04,753119.65,11367461.62
2019/7/12,3783.07,3820.24,3774.52,3808.73,23.51,0.62,754659.67,10700792.4
2019/7/15,3792.64,3844.87,3745.85,3824.19,15.46,0.41,1012052.22,14249304.66
2019/7/16,3819.25,3828.33,3799.87,3806.84,-17.34,-0.45,807309.52,10844968.28
2019/7/17,3800.11,3820.27,3787.9,3804.64,-2.21,-0.06,951838.85,11676678.11
2019/7/18,3793.19,3793.39,3768,3768.4,-36.24,-0.95,874964.45,11166936.55
2019/7/19,3787.51,3828.15,3787.51,3807.96,39.55,1.05,880861.49,11779752.82
2019/7/22,3813.5,3816.54,3765.44,3781.68,-26.27,-0.69,921013.77,11781044.81
2019/7/23,3783.54,3792.96,3768.76,3789.91,8.23,0.22,713133.46,10386660.88
2019/7/24,3803.59,3840.06,3803.57,3819.83,29.92,0.79,909406.84,12994058.72
2019/7/25,3821.39,3851.07,3812.95,3851.07,31.23,0.82,937404.17,12589950.26
2019/7/26,3835.23,3863.59,3832.52,3858.57,7.5,0.19,832593,11092972.87
2019/7/29,3857.94,3862.75,3842.43,3854.27,-4.3,-0.11,848143.7,11167910.88
2019/7/30,3861.57,3890.73,3861.57,3870.32,16.05,0.42,941239.55,12048028
2019/7/31,3856.75,3856.75,3830.09,3835.36,-34.96,-0.9,821511.55,11108389.28
2019/8/1,3819.32,3831.26,3791.55,3803.47,-31.89,-0.83,841141.8,11764916.39
2019/8/2,3729.13,3754.53,3720.06,3747.44,-56.03,-1.47,1083358.97,14187478.76
2019/8/5,3724.41,3739.5,3675.69,3675.69,-71.75,-1.91,1013259.81,13306110.14
2019/8/6,3609.11,3649.9,3575.86,3636.33,-39.36,-1.07,1298338.71,16726747.96
2019/8/7,3654.63,3659.08,3621.43,3621.43,-14.9,-0.41,842387.16,10866766.8
2019/8/8,3651.36,3675.46,3646.94,3669.29,47.86,1.32,884577.07,11498161.61
2019/8/9,3686.75,3689.18,3628.12,3633.53,-35.76,-0.97,852955.8,11635569
2019/8/12,3647.87,3699.1,3643.32,3699.1,65.58,1.8,820830.56,12112934.52
2019/8/13,3675.59,3686.43,3658.01,3665.75,-33.35,-0.9,765003.02,10376431.94
2019/8/14,3712.07,3717.56,3680.61,3682.4,16.65,0.45,912025.9,12830167.11
2019/8/15,3618.01,3694.3,3612.11,3694,11.6,0.31,885988.32,11924108.26
2019/8/16,3697.94,3738.1,3687.08,3710.54,16.54,0.45,883191.69,13269691.03
2019/8/19,3736.03,3791.09,3720.69,3791.09,80.56,2.17,1393270.13,19544893.95
2019/8/20,3786.03,3799.9,3778.73,3787.73,-3.36,-0.09,1086020.88,14911534.07
2019/8/21,3778.31,3792.6,3775.45,3781.76,-5.97,-0.16,822998.8,12168850.51
2019/8/22,3793.86,3797.33,3771.2,3793.51,11.75,0.31,858077.92,12070813.61
2019/8/23,3796.88,3829.36,3788.03,3820.86,27.36,0.72,879545.83,13780215.4
2019/8/26,3756.36,3778.87,3753.16,3765.91,-54.95,-1.44,938592.69,14235098.55
2019/8/27,3791.46,3848.24,3790.87,3816.95,51.04,1.36,1247314.78,18174878.41
2019/8/28,3818.81,3822.59,3790.14,3802.58,-14.36,-0.38,887508.12,13766727.72
2019/8/29,3805.49,3808.6,3774.4,3790.19,-12.4,-0.33,840833.87,12647567.66
2019/8/30,3816.68,3828.97,3778.92,3799.59,9.4,0.25,966951.5,15240866.87
2019/9/2,3803.69,3855.78,3799.82,3848.32,48.73,1.28,1102893.49,16499445.86
2019/9/3,3852.58,3856.68,3833.76,3853.61,5.29,0.14,977146.31,14627063.38
2019/9/4,3848.65,3886,3846.42,3886,32.39,0.84,1266286.15,17683974.48
2019/9/5,3909.21,3970,3909.21,3925.32,39.32,1.01,1816562.31,24468122.55
2019/9/6,3946.69,3948.54,3922.34,3948.51,23.18,0.59,1218823.76,18171827
2019/9/9,3980.96,3985.24,3954.88,3972.95,24.44,0.62,1468097.54,20954538.72
2019/9/10,3976.87,3976.92,3938.74,3959.27,-13.68,-0.34,1308893.86,18449434.99
2019/9/11,3969.68,3971.22,3922.95,3930.1,-29.17,-0.74,1315948.75,19016500.75
2019/9/12,3944.69,3975.93,3933.44,3972.38,42.28,1.08,1102412.73,15675065.31
2019/9/16,3981.36,3982.2,3943.37,3957.72,-14.66,-0.37,1102598.05,15473655.23
2019/9/17,3947.16,3947.16,3879.49,3891.22,-66.49,-1.68,1136943.17,15489929.99
2019/9/18,3902.99,3923.15,3902.51,3910.08,18.86,0.48,820561.52,13015955.77
2019/9/19,3923.96,3924.38,3897.07,3924.38,14.3,0.37,859842.38,12742179.12
2019/9/20,3933.46,3942.22,3921.41,3935.65,11.27,0.29,1034559.55,15316258.85
2019/9/23,3925.19,3925.19,3868.21,3890.66,-44.99,-1.14,940362.25,13922350.65
2019/9/24,3895.87,3927.01,3886.14,3901.08,10.41,0.27,877832.3,14234139.97
2019/9/25,3887.55,3889.84,3867.23,3870.98,-30.09,-0.77,895208.35,13322446.36
2019/9/26,3884.7,3890.75,3840.25,3841.14,-29.84,-0.77,1026983.01,15080675
2019/9/27,3843.46,3859.5,3832.25,3852.65,11.51,0.3,740039.47,10913048.4
2019/9/30,3842.07,3857.23,3813.55,3814.53,-38.13,-0.99,659313.13,10048727.11
2019/10/8,3818.59,3861.64,3818.59,3837.68,23.15,0.61,766578.6,11836568.25
2019/10/9,3822.61,3845.34,3805.07,3843.24,5.56,0.14,758545.12,11240620.7
2019/10/10,3838.49,3877.14,3829.43,3874.64,31.4,0.82,792226.94,12747404.29
2019/10/11,3885.52,3922.37,3868.84,3911.73,37.09,0.96,934125.77,13981729.83
2019/10/14,3944.86,3983.81,3934.73,3953.24,41.52,1.06,1223936.11,16785713.12
2019/10/15,3953.16,3953.16,3928.15,3936.25,-16.99,-0.43,852739.49,12511710.7
2019/10/16,3939.28,3964.05,3919.02,3922.69,-13.56,-0.34,832297.07,12855853.35
2019/10/17,3929.39,3935.81,3913.92,3925.22,2.54,0.06,648637.45,9999185.04
2019/10/18,3935.42,3940.54,3864.97,3869.38,-55.84,-1.42,823211.4,12218692.71
2019/10/21,3865.34,3884.74,3856.04,3880.84,11.46,0.3,741829.18,11085823.58
2019/10/22,3896.31,3897.44,3870.55,3895.88,15.04,0.39,689185.66,10284337.12
2019/10/23,3892.68,3901.42,3862.2,3871.08,-24.8,-0.64,701986.25,9973359.84
2019/10/24,3877.92,3890.2,3852.58,3870.67,-0.42,-0.01,713345.75,10509695.16
2019/10/25,3871.77,3899.72,3849.03,3896.79,26.12,0.67,774536.2,12667748.4
2019/10/28,3904.98,3927.8,3897.82,3926.59,29.79,0.76,974060.2,15076220.17
2019/10/29,3929.71,3932.37,3910.23,3910.23,-16.36,-0.42,822570.75,13961142.03
2019/10/30,3904.72,3908.1,3883.45,3891.23,-19,-0.49,778729.23,12261050.17
2019/10/31,3906.86,3907.15,3878.88,3886.75,-4.47,-0.11,867145.39,13501242.55
2019/11/1,3883.81,3956.08,3876.42,3952.39,65.64,1.69,1006896.12,15147106.13
2019/11/4,3964.01,3985.36,3964.01,3978.12,25.73,0.65,1041938.55,15448536.18
2019/11/5,3982.12,4030.64,3970.87,4002.81,24.69,0.62,1129118.8,16331785.61
2019/11/6,4006.33,4007.5,3973.78,3984.88,-17.93,-0.45,973129.52,13985976.35
2019/11/7,3984.55,4005.38,3975.55,3991.87,6.99,0.18,872548.98,11775155.43
2019/11/8,4017.67,4022.04,3971.57,3973.01,-18.86,-0.47,971069.48,13902667.34
2019/11/11,3948.62,3948.62,3897.55,3902.98,-70.03,-1.76,941556.21,13033008.23
2019/11/12,3905.96,3914.88,3877.74,3903.69,0.71,0.02,765430.69,10882823.58
2019/11/13,3905.28,3908.42,3882.43,3899.98,-3.71,-0.09,767490.78,11205714.65
2019/11/14,3905.93,3916.95,3895.14,3905.86,5.88,0.15,870084.46,11979156.68
2019/11/15,3908.49,3915.1,3877.09,3877.09,-28.77,-0.74,837309.17,11542302.09
2019/11/18,3874.44,3913.1,3868.32,3907.93,30.84,0.8,766459.93,10708581.99
2019/11/19,3904.1,3947.04,3902.38,3947.04,39.11,1,821610.25,12322717.26
2019/11/20,3940.13,3943.23,3901.99,3907.86,-39.18,-0.99,768153.33,11800306.27
2019/11/21,3894.54,3901.83,3875.97,3889.6,-18.27,-0.47,691305.38,10414776.93
2019/11/22,3894.17,3918.84,3833.5,3849.99,-39.6,-1.02,910426.39,14698116.21
2019/11/25,3850.97,3878.25,3839.42,3878.21,28.21,0.73,1060662.89,14085107.63
2019/11/26,3893.43,3899.11,3869.59,3891.65,13.45,0.35,1115135.37,14021363.31
2019/11/27,3883.43,3889.98,3862.7,3875.62,-16.03,-0.41,764373.05,10723882.2
2019/11/28,3877.9,3887.69,3852.01,3862.3,-13.32,-0.34,652301.19,8708178.89
2019/11/29,3857.19,3861.66,3804.83,3828.67,-33.63,-0.87,741443.31,11620055.69
2019/12/2,3835.51,3854.75,3829.31,3836.06,7.39,0.19,774121.73,10999259.25
2019/12/3,3829.21,3851.12,3811.63,3851.09,15.03,0.39,736112.4,10870371.5
2019/12/4,3841.66,3852.99,3831.07,3849.82,-1.27,-0.03,796833.85,10964634.28
2019/12/5,3863.61,3883.4,3859.82,3879.36,29.54,0.77,890511.93,12935759.28
2019/12/6,3885.06,3902.39,3878.7,3902.39,23.02,0.59,786488.87,11642477.58
2019/12/9,3909.53,3911.97,3885.25,3895.45,-6.94,-0.18,953538.06,13087309.82
2019/12/10,3886.44,3900.96,3882.09,3900.38,4.94,0.13,862629.28,12111841.28
2019/12/11,3907.16,3909.39,3890.34,3902.75,2.36,0.06,997654.8,12769040.34
2019/12/12,3908.45,3908.45,3886.12,3891.02,-11.73,-0.3,847083.3,11787431.37
2019/12/13,3928,3969.46,3925.28,3968.22,77.2,1.98,1485713.49,20101888.58
2019/12/16,3970.71,3987.59,3953.51,3987.55,19.33,0.49,1484866.7,20215489.53
2019/12/17,3987.74,4067.14,3984.52,4041.8,54.25,1.36,2011629.37,25163786.53
2019/12/18,4039.72,4057.64,4025.34,4032.78,-9.02,-0.22,1513517.64,19762020.75
2019/12/19,4034.62,4038.54,4014.9,4027.15,-5.63,-0.14,1179005.58,15255380.91
2019/12/20,4032.15,4046.73,4014.93,4017.25,-9.9,-0.25,1212676.62,15846023.24
2019/12/23,4014.69,4032.17,3964.38,3967.1,-50.16,-1.25,1228162.46,16204826.15
2019/12/24,3971.56,3994.51,3963.67,3992.96,25.86,0.65,959890.45,12249916.33
2019/12/25,3988.66,4000.56,3976.36,3990.87,-2.09,-0.05,949388.9,13189646.7
2019/12/26,3993.67,4025.99,3993.54,4025.99,35.12,0.88,1088606.4,14081496.82
2019/12/27,4029.25,4066.8,4019.72,4022.03,-3.96,-0.1,1509264.11,19509041.7
2019/12/30,4015.52,4083.69,4001.5,4081.63,59.61,1.48,1559714.88,21681466
2019/12/31,4077.75,4098.14,4069.01,4096.58,14.95,0.37,1232642.58,17311934.85
2020/1/2,4121.35,4172.66,4121.35,4152.24,55.66,1.36,1821167.72,27010553.2
2020/1/3,4161.22,4164.3,4131.86,4144.96,-7.28,-0.18,1428262.44,21521628.83
2020/1/6,4120.52,4170.64,4102.38,4129.3,-15.67,-0.38,1753099.53,25018207.13
2020/1/7,4137.4,4161.25,4135.1,4160.23,30.93,0.75,1394890.31,19638905.97
2020/1/8,4139.63,4149.81,4101.98,4112.32,-47.91,-1.15,1675858.5,21240626.39
2020/1/9,4145.53,4165.66,4143.59,4164.37,52.05,1.27,1368863.24,20015035.29
2020/1/10,4177.58,4180.98,4148.48,4163.18,-1.18,-0.03,1130317.19,17782741.37
2020/1/13,4166.93,4203.99,4148.6,4203.99,40.8,0.98,1196919.82,19979548.97
2020/1/14,4215.16,4223.51,4188.08,4189.89,-14.1,-0.34,1293207.83,19622126.34
2020/1/15,4186.88,4193.87,4150.88,4166.73,-23.15,-0.55,1046331.36,16308193.06
2020/1/16,4174.82,4175.29,4142.18,4149.04,-17.69,-0.42,1002676.42,15624250.58
2020/1/17,4162.19,4177.03,4141.64,4154.85,5.81,0.14,987256.82,16659159.16
2020/1/20,4170.74,4185.96,4149.49,4185.83,30.98,0.75,1224091.47,20269228.74
2020/1/21,4165.02,4165.02,4113.33,4114.31,-71.52,-1.71,1305275.07,20458688.05
2020/1/22,4093.8,4141.18,4046.49,4131.93,17.62,0.43,1267587.63,20813615.08
2020/1/23,4093.32,4103.52,3972.39,4003.9,-128.03,-3.1,1603576.03,25040935.77
2020/2/3,3639.91,3732.16,3639.91,3688.36,-315.54,-7.88,1575596.47,24330310.54
2020/2/4,3652,3786.86,3652,3785.64,97.28,2.64,2139333.28,29816576.76
2020/2/5,3801.1,3866.01,3781.61,3828.53,42.89,1.13,1749255.24,26404292.09
2020/2/6,3841.75,3914.92,3806.96,3899.78,71.25,1.86,1764622.35,26282008.85
2020/2/7,3879.55,3899.88,3849.71,3899.87,0.09,0,1517317.59,23750881.63
2020/2/10,3872.37,3920.17,3861.01,3916.01,16.14,0.41,1484069.69,22962544.19
2020/2/11,3926.42,3970.52,3915.71,3952.46,36.46,0.93,1434416.74,21930711.94
2020/2/12,3945.67,3984.43,3940.67,3984.43,31.97,0.81,1267103.21,20077670.66
2020/2/13,3985.88,3999.55,3950.14,3959.92,-24.51,-0.62,1450018.43,22860596.48
2020/2/14,3954.23,4001.56,3954.02,3987.73,27.82,0.7,1432398.03,22289507.36
2020/2/17,3999.65,4077.45,3999.65,4077.42,89.69,2.25,1827789.69,27306781.73
2020/2/18,4069.83,4076.39,4027.79,4057.51,-19.91,-0.49,1632362.2,24255251.73
2020/2/19,4049.59,4085.17,4042.85,4051.31,-6.2,-0.15,1690464.41,25755453.57
2020/2/20,4062.9,4148.53,4055.81,4144.66,93.35,2.3,2122326.24,31083558.92
2020/2/21,4134.87,4184.44,4130.17,4149.49,4.83,0.12,2172136.04,32656400.36
2020/2/24,4131.84,4149.01,4097.18,4132.84,-16.65,-0.4,2128693.03,32638780.06
2020/2/25,4066.3,4126.71,4020.91,4123.85,-8.98,-0.22,2441678.31,37221371.7
2020/2/26,4070.1,4132.78,4061.13,4073.02,-50.84,-1.23,2610940.61,36602241.79
2020/2/27,4084.08,4110.53,4067.44,4084.88,11.86,0.29,1812909.81,28205020.64
2020/2/28,3988.73,4031.15,3928.07,3940.05,-144.83,-3.55,2302750.93,33035890.73
2020/3/2,3968.84,4092.54,3968.84,4069.67,129.62,3.29,2193135.59,31742620.55
2020/3/3,4125.14,4147.65,4067.91,4091.36,21.7,0.53,2193697.77,33080258.46
2020/3/4,4078.5,4115.26,4060.73,4115.05,23.69,0.58,1824247.3,28178486.38
2020/3/5,4150.21,4215.85,4127.04,4206.73,91.67,2.23,2318231.15,36283883.18
2020/3/6,4158.2,4181.31,4135.39,4138.51,-68.22,-1.62,1724757.17,25316863.2
2020/3/9,4063.08,4063.08,3995.13,3997.13,-141.37,-3.42,2081020.35,30542873.03
2020/3/10,3975.23,4093,3954.75,4082.73,85.6,2.14,1974164.02,29618443.59
2020/3/11,4090.93,4091.27,4028.4,4028.43,-54.3,-1.33,1616561.11,24499087.27
2020/3/12,3976.11,3987.43,3926.27,3950.91,-77.52,-1.92,1570604.58,23315284.88
2020/3/13,3771.01,3937.18,3765.15,3895.31,-55.6,-1.41,1882967.22,28021345.32
2020/3/16,3899.86,3899.86,3720.51,3727.84,-167.47,-4.3,1859682.6,28283623.83
2020/3/17,3739.78,3786.89,3618.31,3709.68,-18.16,-0.49,1662461.29,25082402.57
2020/3/18,3729.69,3775.85,3636.26,3636.26,-73.43,-1.98,1550375.47,24412716.15
2020/3/19,3623.79,3647.99,3503.19,3589.09,-47.16,-1.3,1808074.07,27182746.8
2020/3/20,3629.51,3663.95,3588.78,3653.22,64.13,1.79,1396030,21122307.33
2020/3/23,3542.68,3585.8,3523.79,3530.31,-122.92,-3.36,1371087.9,19766962.5
2020/3/24,3598.65,3627.76,3545.45,3625.11,94.81,2.69,1431030.21,20855384.07
2020/3/25,3711.48,3732.65,3685.99,3722.52,97.4,2.69,1534959.58,23156151.88
2020/3/26,3692.61,3736.25,3681.27,3698.05,-24.47,-0.66,1123106.65,16933631.19
2020/3/27,3746.39,3758.78,3709.92,3710.06,12.01,0.32,1240609.95,18610342.63
2020/3/30,3657.46,3690.64,3637.59,3674.11,-35.95,-0.97,1268766.73,18064079.94
2020/3/31,3708.14,3716.07,3676.2,3686.16,12.04,0.33,1114530.25,16159551
2020/4/1,3682.3,3731.78,3670.97,3675.08,-11.08,-0.3,1193526.2,17042256.88
2020/4/2,3656.32,3734.53,3652.32,3734.53,59.45,1.62,1151682.09,16889325.57
2020/4/3,3721.48,3738.83,3698.98,3713.22,-21.31,-0.57,998250.83,15013281.5
2020/4/7,3779.91,3803.63,3772.21,3798.02,84.8,2.28,1427780.3,20764282.03
2020/4/8,3776.42,3793,3767.29,3780.34,-17.68,-0.47,1113895.13,16157677.23
2020/4/9,3798.49,3801.72,3785.31,3792.81,12.47,0.33,1004850.32,15459531.88
2020/4/10,3794.84,3824.74,3758.96,3769.18,-23.63,-0.62,1024449.56,16225123.38
2020/4/13,3751.71,3769.88,3740.19,3753.26,-15.92,-0.42,790533.43,11987430.32
2020/4/14,3777.83,3825.76,3764.98,3825.7,72.44,1.93,1106375.85,17061257.98
2020/4/15,3820.85,3829.8,3793.44,3797.36,-28.34,-0.74,1084619.84,16970021.66
2020/4/16,3777.8,3807.36,3774.56,3802.38,5.02,0.13,959479.65,14716430.21
2020/4/17,3831.92,3863.45,3821.42,3839.49,37.11,0.98,1320043.01,20359526.7
2020/4/20,3845.46,3853.8,3831.55,3853.46,13.97,0.36,1000131.15,15192409.01
2020/4/21,3838.23,3838.23,3780,3808.05,-45.41,-1.18,1029218.88,15507745.41
2020/4/22,3789.13,3839.38,3782.21,3839.38,31.34,0.82,858994.64,13554728.08
2020/4/23,3851.91,3857.47,3826.56,3829.75,-9.63,-0.25,955084.5,14212254.88
2020/4/24,3826.31,3827.21,3787.07,3796.97,-32.78,-0.86,948441.35,13896120.03
2020/4/27,3808.02,3842.87,3793.77,3822.77,25.8,0.68,954627.35,14530115.19
2020/4/28,3835.35,3859.68,3768.2,3849.15,26.38,0.69,1220934.76,18417975.92
2020/4/29,3837.51,3880.74,3833.72,3867.03,17.89,0.46,958545.9,15128210.37
2020/4/30,3880.41,3921.7,3880.41,3912.58,45.55,1.18,1329171.25,20226828.88
2020/5/6,3867.26,3937.69,3865.99,3936.25,23.68,0.61,1398556.75,21493596.24
2020/5/7,3937.59,3941.48,3915.9,3924.89,-11.36,-0.29,1055146.46,16720780.18
2020/5/8,3943,3979.66,3935.98,3963.62,38.73,0.99,1169433.41,19029958.47
2020/5/11,3974.76,3998.1,3944.5,3960.18,-3.44,-0.09,1226738.03,19375809.39
2020/5/12,3961.34,3970.11,3930.21,3960.24,0.06,0,982505.54,15746578.01
2020/5/13,3946.64,3972.53,3932.57,3968.25,8.02,0.2,881906.69,14556338.33
2020/5/14,3952.2,3952.2,3924.05,3925.22,-43.04,-1.08,885300.04,14349917.77
2020/5/15,3941.13,3945.2,3907.4,3912.82,-12.4,-0.32,926183.82,15330150.51
2020/5/18,3914.66,3946.43,3898.4,3922.91,10.1,0.26,1128017.62,18852812.14
2020/5/19,3963.78,3966.85,3944.07,3956.25,33.34,0.85,940152.91,15988622.24
2020/5/20,3955.71,3955.71,3923.92,3935.22,-21.03,-0.53,1007911.5,15710253.33
2020/5/21,3950.6,3951.74,3907.58,3913.79,-21.43,-0.54,948610.33,14915414.23
2020/5/22,3907.58,3907.58,3818.15,3824.06,-89.73,-2.29,1033783.6,15728650.5
2020/5/25,3828.32,3835.63,3800.18,3829.32,5.26,0.14,790333.26,12701191.77
2020/5/26,3850,3874.75,3844.48,3872.77,43.45,1.13,774480.76,12544561.93
2020/5/27,3873.7,3873.7,3838.42,3845.61,-27.16,-0.7,837118.31,12373750.12
2020/5/28,3848.49,3885.42,3818.43,3856.63,11.02,0.29,930640.54,13910840.78
2020/5/29,3838.38,3872.3,3830.42,3867.02,10.39,0.27,938138.32,13565813.6
2020/6/1,3901.73,3976.32,3901.73,3971.34,104.32,2.7,1364566.52,20843651.29
2020/6/2,3969.95,3991.78,3958.98,3983.57,12.23,0.31,1443030.6,19556330.43
2020/6/3,4001.17,4018.68,3982.93,3983.65,0.08,0,1365974.83,20088276.77
2020/6/4,3998.16,3999.81,3968.57,3982.19,-1.46,-0.04,1042777.37,14905785.58
2020/6/5,3988.22,4001.25,3967.93,4001.25,19.07,0.48,1024439.42,15431134.3
2020/6/8,4023.61,4050.22,4016.1,4021.95,20.7,0.52,1379258.13,19304751.87
2020/6/9,4027.56,4052.16,4016.34,4047.03,25.07,0.62,1153044.79,16653396.6
2020/6/10,4046.23,4046.23,4024.42,4039.71,-7.32,-0.18,1122657.28,16677864.24
2020/6/11,4031.74,4043.01,3979.75,3995.88,-43.82,-1.08,1273089.41,19707944.19
2020/6/12,3931.62,4011.06,3927.25,4003.08,7.2,0.18,1341666.49,19350404.67
2020/6/15,3982.97,4007.14,3954.99,3954.99,-48.09,-1.2,1312978.6,21112533.61
2020/6/16,3995.58,4014.57,3987.86,4014.57,59.58,1.51,1110515.39,18510402.92
2020/6/17,4018.61,4018.61,3992.13,4017.59,3.02,0.08,1056057.99,17697750.36
2020/6/18,4009.78,4047.56,4000.9,4044.38,26.79,0.67,1381487.61,21019291.81
2020/6/19,4047.05,4109.36,4043.49,4098.71,54.33,1.34,1529469.9,25554979.73
2020/6/22,4097.51,4126.94,4088.78,4102.05,3.34,0.08,1558294.65,25920052.07
2020/6/23,4098.04,4124.73,4080.75,4121.79,19.75,0.48,1292295.1,23480651.08
2020/6/24,4128.1,4144.68,4123.36,4138.99,17.2,0.42,1217124.65,22455143
2020/6/29,4127.93,4137.37,4092.54,4109.72,-29.27,-0.71,1308658.54,22652205.98
2020/6/30,4130,4174.42,4129.78,4163.96,54.25,1.32,1259335.21,22793570.45
2020/7/1,4172.64,4247.78,4163.5,4247.78,83.82,2.01,1699904.56,30571179.98
2020/7/2,4239.41,4340.1,4238.12,4335.84,88.06,2.07,2529393.68,39957152.67
2020/7/3,4353.19,4419.6,4348.45,4419.6,83.75,1.93,2904855.39,44233502.43
2020/7/6,4465.81,4678.11,4465.81,4670.09,250.5,5.67,4058210.25,59743821.77
2020/7/7,4739.61,4796.32,4688.06,4698.13,28.03,0.6,4060085.53,63525474.27
2020/7/8,4692.86,4803.36,4670.65,4774,75.88,1.62,3480748.47,53284982.6
2020/7/9,4770.08,4854.12,4757.29,4840.77,66.77,1.4,3510468.93,55671873.21
2020/7/10,4796.09,4821.37,4734.47,4753.13,-87.64,-1.81,3169496.51,51047205.51
2020/7/13,4742.37,4878.08,4741.87,4852.96,99.83,2.1,3216454.46,54110509.87
2020/7/14,4836.17,4860.44,4729.93,4806.69,-46.27,-0.95,2972419.85,51121104.82
2020/7/15,4821.52,4837.48,4723.36,4744.47,-62.22,-1.29,2723890.06,48674834.77
2020/7/16,4741.53,4772.56,4513.65,4516.25,-228.22,-4.81,2846571.33,51123796.29
2020/7/17,4524.77,4601.37,4485.82,4544.7,28.45,0.63,2073755.63,37297388.7
2020/7/20,4597.2,4681.94,4534.23,4680.3,135.6,2.98,2460689.14,41671422.23
2020/7/21,4697.5,4714.29,4661.44,4691.04,10.74,0.23,2004156.59,35606980.58
2020/7/22,4682.66,4790.45,4675.35,4714.45,23.4,0.5,2241992.11,38647085.99
2020/7/23,4668.74,4731.4,4607.66,4712.44,-2.01,-0.04,2343145.69,40517526.87
2020/7/24,4679.03,4691.7,4479.39,4505.59,-206.85,-4.39,2439052.03,43772671.23
2020/7/27,4535.01,4558.12,4482.44,4528.45,22.86,0.51,1714205.51,30189337.02
2020/7/28,4567.67,4590.25,4537.68,4568.26,39.81,0.88,1627684.98,29283578.53
2020/7/29,4559.16,4680.56,4548.85,4679.01,110.75,2.42,1866953.05,35043264.92
2020/7/30,4689.76,4704.63,4649.77,4656.15,-22.86,-0.49,1669675.66,32400924.27
2020/7/31,4652.18,4741.81,4621.96,4695.05,38.9,0.84,1848390.26,35111931.24
2020/8/3,4735.9,4771.37,4720.03,4771.31,76.26,1.62,2147762.39,40191482.49
2020/8/4,4778.49,4807.08,4747.77,4775.8,4.49,0.09,2399749.85,42641134.59
2020/8/5,4761.76,4786.7,4711.27,4777.11,1.31,0.03,1967005.48,34740783.94
2020/8/6,4779.24,4791.86,4691.16,4762.76,-14.34,-0.3,2278544.06,40432340.4
2020/8/7,4742.29,4749.02,4637.84,4707.93,-54.84,-1.15,2135182.16,39704121.28
2020/8/10,4681.76,4757.66,4646.29,4724.87,16.94,0.36,2037888.32,37129756
2020/8/11,4730.37,4791.53,4674.86,4681.78,-43.09,-0.91,2055465.11,35082858.62
2020/8/12,4668.89,4681.62,4566.27,4647.64,-34.14,-0.73,2028872.39,34729867.32
2020/8/13,4666.49,4671.77,4626.1,4635.71,-11.93,-0.26,1525500.92,25094587.26
2020/8/14,4627.61,4708.07,4617.63,4704.63,68.92,1.49,1472929.21,25434393.43
2020/8/17,4727.12,4838.09,4721.36,4815.23,110.6,2.35,2680015.56,41646915.49
